id,title,overview,genres_list,keywords_list,popularity,vote_average,vote_count,emo_joy,emo_love,emo_sadness,emo_fear,emo_anger,emo_surprise,emo_disgust,final_emo_joy,final_emo_love,final_emo_sadness,final_emo_fear,final_emo_anger,final_emo_surprise,final_emo_disgust
1452,Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.","['Adventure', 'Fantasy', 'Action', 'Science Fiction']","['saving the world', 'dc comics', 'invulnerability', 'sequel', 'superhero', 'based on comic book', 'kryptonite', 'super powers', 'superhuman strength', 'lex luthor']",57.925623,5.4,1400,0.14755361,0.14060529,0.1412547,0.1374442,0.14054033,0.14477032,0.14783157,0.1475536056227445,0.14060528366855854,0.14125469116487072,0.13744419608348318,0.14054032950788245,0.1447703220729482,0.1478315718795125
10764,Quantum of Solace,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.","['Adventure', 'Action', 'Thriller', 'Crime']","['killing', 'undercover', 'secret agent', 'british secret service']",107.928811,6.1,2965,0.14705585,0.14217338,0.14095353,0.1399069,0.13988194,0.14377637,0.14625204,0.14705584943294525,0.1421733796596527,0.14095352590084076,0.1399068981409073,0.1398819386959076,0.14377637207508087,0.14625203609466553
58,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.","['Adventure', 'Fantasy', 'Action']","['witch', 'fortune teller', 'bondage', 'exotic island', 'monster', 'captain', 'card game', 'east india trading company', 'compass', 'ship', 'daughter', 'pirate', 'swashbuckler', 'aftercreditsstinger']",145.847379,7.0,5246,0.14619751,0.1424974,0.14098491,0.13933311,0.13942236,0.14356762,0.14799707,0.14619751492437,0.1424974075331898,0.14098490984715387,0.1393331161042022,0.139422359159922,0.1435676238472406,0.14799706858392164
57201,The Lone Ranger,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.","['Action', 'Adventure', 'Western']","['texas', 'horse', 'survivor', 'texas ranger', 'partner', 'outlaw', 'escape', 'lawyer', 'train', 'lone ranger', 'comanche', 'the lone ranger', 'tonto']",49.046956,5.9,2311,0.1459545,0.14226964,0.14089914,0.14058068,0.1417274,0.14380196,0.14476663,0.14595451113378305,0.14226964752091384,0.14089914296116574,0.1405806902310561,0.14172740914199097,0.14380196379729943,0.14476663521379093
49521,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.","['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['saving the world', 'dc comics', 'superhero', 'based on comic book', 'superhuman', 'alien invasion', 'reboot', 'super powers', 'dc extended universe']",99.398009,6.5,6359,0.14573218,0.14347026,0.14172682,0.13638197,0.14229977,0.14257835,0.14781067,0.1457321771125171,0.14347025538280225,0.1417268195491013,0.13638196682360818,0.14229976918846712,0.14257834639283498,0.14781066555066905
2454,The Chronicles of Narnia: Prince Caspian,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.","['Adventure', 'Family', 'Fantasy']","['based on novel', 'fictional place', 'brother sister relationship', 'lion', 'human being', 'wretch', 'leap in time', 'matter of life and death', 'faith', 'uncle', 'narnia', 'fantasy world']",53.978602,6.3,1630,0.14581755,0.1428902,0.14136454,0.13801973,0.14014822,0.14469637,0.14706336,0.14581755238227703,0.1428902042773427,0.14136454884304253,0.13801972979365973,0.14014822662318427,0.14469637407947702,0.14706336400101674
24428,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!","['Science Fiction', 'Action', 'Adventure']","['new york', 'shield', 'marvel comic', 'superhero', 'based on comic book', 'alien invasion', 'superhero team', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe']",144.448633,7.4,11776,0.14821911,0.14204596,0.14220998,0.13823728,0.1407048,0.14227182,0.14631097,0.1482191218333651,0.1420459725301837,0.14220998962610867,0.1382372949931587,0.14070480829818321,0.14227182945059205,0.14631098326840847
1865,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.","['Adventure', 'Action', 'Fantasy']","['sea', 'captain', 'mutiny', 'sword', 'prime minister', 'sailing', 'silver', 'ship', 'duke', 'mermaid', 'pirate', 'soldier', 'battle', 'swashbuckler', 'aftercreditsstinger', '3d']",135.413856,6.4,4948,0.14624068,0.1435119,0.14153959,0.13822864,0.13983977,0.1424631,0.14817631,0.14624068140983584,0.1435119062662125,0.14153958857059482,0.13822863996028903,0.13983976840972903,0.14246310293674472,0.14817631244659427
41154,Men in Black 3,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.","['Action', 'Comedy', 'Science Fiction']","['time travel', 'time machine', 'alien', 'fictional government agency', 'seeing the future', 'changing history']",52.035179,6.2,4160,0.1458665,0.141418,0.14227478,0.13875547,0.14105089,0.14320263,0.14743172,0.14586650052467737,0.14141799720254536,0.14227478418163636,0.13875547258191515,0.14105089218990347,0.1432026347995197,0.1474317185198027
122917,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.","['Action', 'Adventure', 'Fantasy']","['corruption', 'elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'dragon', 'battle', 'unlikely friendship', 'epic battle', 'sword and sorcery']",120.965743,7.1,4760,0.14677511,0.14251408,0.14138696,0.13701274,0.14170437,0.14277776,0.14782903,0.14677510718181408,0.1425140755619384,0.14138695176282667,0.13701273092589583,0.14170436138795728,0.14277775160140538,0.14782902157816225
1930,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.","['Action', 'Adventure', 'Fantasy']","['loss of father', 'vigilante', 'serum', 'marvel comic', 'scientific experiment', 'spider bite', 'masked vigilante', 'reboot', 'super powers', 'genetic engineering', 'social outcast', 'duringcreditsstinger']",89.866276,6.5,6586,0.14695878,0.14090586,0.1409862,0.13936117,0.13984685,0.14488564,0.14705542,0.14695879421821195,0.1409058675844869,0.14098621465163044,0.13936118329772232,0.1398468568806989,0.14488565511149581,0.14705542825575385
20662,Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.","['Action', 'Adventure']","['robin hood', 'archer', 'knight', 'sherwood forest', 'bow and arrow', 'middle ages', 'medieval', 'king of england']",37.668301,6.2,1398,0.14593574,0.14316691,0.14123197,0.1372062,0.14241259,0.14305386,0.1469927,0.14593574839638912,0.14316691884895918,0.14123197320794978,0.13720620087403657,0.14241259224452352,0.14305386373561213,0.14699270269252965
57158,The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.","['Adventure', 'Fantasy']","['elves', 'dwarves', 'orcs', 'hobbit', 'dragon', 'wizard', 'sword and sorcery']",94.370564,7.6,4524,0.14491831,0.14178412,0.14161086,0.13692796,0.1428139,0.14259656,0.14934829,0.1449183076620102,0.14178411662578583,0.14161086082458496,0.13692796230316162,0.14281390607357025,0.1425965577363968,0.14934828877449036
2268,The Golden Compass,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.","['Adventure', 'Fantasy']","['england', 'compass', 'experiment', 'lordship', 'uncle', 'polar bear', 'orphan', 'animal', 'based on young adult novel']",42.990906,5.8,1303,0.14671423,0.1427664,0.14055479,0.13756064,0.13960361,0.14351068,0.14928965,0.14671422541141513,0.1427664011716843,0.14055478572845462,0.13756063580513003,0.13960361480712893,0.1435106843709946,0.1492896527051926
254,King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.","['Adventure', 'Drama', 'Action']","['film business', 'screenplay', 'show business', 'film making', 'film producer', 'exotic island', 'monster', 'indigenous', 'ship', 'dinosaur']",61.22601,6.6,2337,0.14593376,0.14413835,0.14171216,0.141221,0.13912794,0.14251883,0.145348,0.1459337556689789,0.1441383446393157,0.14171215258335387,0.1412209954311999,0.13912793371999563,0.14251882690852166,0.14534799104863447
597,Titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.","['Drama', 'Romance', 'Thriller']","['shipwreck', 'iceberg', 'ship', 'panic', 'titanic', 'ocean liner', 'epic', 'rich woman - poor man', 'love', 'disaster', 'tragic love', 'class differences', 'imax', 'star crossed lovers', 'steerage', 'salvage', 'rich snob', '3d', '1910s']",100.025899,7.5,7562,0.14457504,0.14398952,0.14127629,0.13975194,0.14031787,0.142379,0.14771034,0.1445750445127487,0.14398951828479764,0.14127628505229947,0.13975194096565244,0.14031787216663358,0.14237900078296659,0.1477103382349014
271110,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","['Adventure', 'Action', 'Science Fiction']","['civil war', 'war', 'marvel comic', 'sequel', 'superhero', 'based on comic book', 'imax', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d']",198.372395,7.1,7241,0.14811599,0.13978608,0.14081673,0.13955061,0.14147976,0.14317724,0.14707358,0.14811599254608154,0.13978607952594757,0.14081673324108124,0.1395506113767624,0.1414797604084015,0.14317724108695984,0.14707358181476593
44833,Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.","['Thriller', 'Action', 'Adventure', 'Science Fiction']","['fight', 'u.s. navy', 'mind reading', 'hong kong', 'soccer', 'scientist', 'fictional war', 'naval', 'armada', 'battleship', 'naval combat', 'jds myoko', 'lost communication', 'taser', 'buoy', 'communications expert', 'joint chiefs of staff', 'crash landing', 'jet fighter pilot', 'navy lieutenant', 'permission to marry', 'uss john paul jones', 'based on board game', 'aftercreditsstinger', 'mighty mo', 'uss missouri']",64.928382,5.5,2114,0.14553706,0.14271739,0.13994676,0.13935134,0.14037347,0.14255078,0.14952317,0.14553706781676612,0.14271739550582752,0.13994676291783936,0.1393513423011107,0.14037347258250335,0.14255078561755374,0.14952317325839917
135397,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.","['Action', 'Adventure', 'Science Fiction', 'Thriller']","['monster', 'dna', 'tyrannosaurus rex', 'velociraptor', 'island', 'sequel', 'suspense', 'disaster', 'escape', 'dinosaur', 'amusement park', 'animal attack', 'theme park', 'jurassic park', '3d', 'animal horror']",418.708552,6.5,8662,0.1448957,0.14281076,0.14007565,0.14106563,0.14248182,0.1419085,0.14676192,0.14489570475959337,0.1428107640566046,0.14007565587871754,0.14106562943854378,0.14248182091834877,0.14190849873287228,0.14676192621531972
37724,Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.","['Action', 'Adventure', 'Thriller']","['spy', 'secret agent', 'sociopath', 'killer', 'art gallery', 'british secret service', 'istanbul turkey', 'imax', 'uzi', 'booby trap', 'impersonating a police officer', 'macao']",93.004993,6.9,7604,0.14644827,0.14287794,0.14287256,0.13827476,0.1403428,0.14248364,0.1467001,0.14644826075743075,0.14287792784703207,0.14287254852816175,0.13827475081236656,0.14034279344422856,0.14248362824418379,0.14670009036659656
558,Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.","['Action', 'Adventure', 'Fantasy']","['dual identity', ""love of one's life"", 'pizza boy', 'marvel comic', 'sequel', 'superhero', 'doctor', 'scientist', 'tentacle', 'death', 'super villain']",35.149586,6.7,4321,0.14609975,0.14104283,0.14119215,0.13887219,0.14101109,0.14470762,0.14707433,0.1460997527584323,0.14104283486498154,0.1411921594079804,0.1388721975179999,0.14101109539021978,0.14470762661282538,0.14707433344756066
68721,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.","['Action', 'Adventure', 'Science Fiction']","['terrorist', 'war on terror', 'tennessee', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'mandarin', '3d', 'war machine', 'iron patriot', 'extremis']",77.68208,6.8,8806,0.14717403,0.14095138,0.1404649,0.13768858,0.14158101,0.14410044,0.14803967,0.14717402834930976,0.14095137803328966,0.1404648998310432,0.13768857512342075,0.1415810116889922,0.1441004403814608,0.14803966659248374
12155,Alice in Wonderland,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.","['Family', 'Fantasy', 'Adventure']","['based on novel', 'fictional place', 'queen', 'fantasy', 'alice in wonderland', 'fantasy world', '3d']",78.530105,6.4,4645,0.14561635,0.14367883,0.14176086,0.13846356,0.13951531,0.14387621,0.14708881,0.1456163634074005,0.1436788397788137,0.14176086647516986,0.13846356708284968,0.1395153209205956,0.14387622057469343,0.14708882176047725
36668,X-Men: The Last Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.","['Adventure', 'Action', 'Science Fiction', 'Thriller']","['mutant', 'marvel comic', 'based on comic book', 'superhuman', 'beast', 'cyclops', 'aftercreditsstinger']",3.857526,6.3,3525,0.14705981,0.13904059,0.14128199,0.13890293,0.14306279,0.14304487,0.14760703,0.14705981095046086,0.13904058726071436,0.14128199009177103,0.13890293033565684,0.1430627831360283,0.1430448719405402,0.14760702628482839
62211,Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,"['Animation', 'Family']","['monster', 'dormitory', 'games', 'animation', 'best friend', 'university', 'scary', 'aftercreditsstinger']",89.186492,7.0,3528,0.14426814,0.14368239,0.1386949,0.14022522,0.14226173,0.14083084,0.15003683,0.1442681337475121,0.1436823840283282,0.13869489109389974,0.1402252104777749,0.1422617222847765,0.14083083834510277,0.15003682002260596
8373,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.","['Science Fiction', 'Action', 'Adventure']","['egypt', 'sun', 'chaos', 'symbol', 'artifact', 'transformers', 'tank', 'robot', 'imax', 'duringcreditsstinger']",21.939663,6.0,3138,0.1468017,0.14183065,0.13920456,0.13809063,0.1422247,0.14407918,0.14776856,0.14680169960265457,0.1418306571790772,0.13920456585897703,0.13809062952073306,0.14222470349743077,0.14407918286559532,0.1477685614755321
91314,Transformers: Age of Extinction,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.","['Science Fiction', 'Action', 'Adventure']","['sequel', 'alien', 'transformers', 'giant robot', 'robot', 'imax', 'transforming robot']",116.840296,5.8,3095,0.14729975,0.1417941,0.1401196,0.13899069,0.14121242,0.14265123,0.14793226,0.14729974505455443,0.14179409406509577,0.14011959105195446,0.13899067913037486,0.14121241236273593,0.1426512237198104,0.1479322546154743
68728,Oz: The Great and Powerful,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.","['Fantasy', 'Adventure', 'Family']","['circus', 'witch', 'magic', 'hope', 'illusion', 'lost', 'magic trick', 'wizard', '3d']",46.985445,5.7,3530,0.14617878,0.14305106,0.141101,0.13955754,0.13890207,0.14433084,0.14687867,0.1461787863427039,0.14305106231722423,0.14110100689831398,0.13955754457585648,0.1389020722777269,0.14433084858449843,0.14687867900367615
102382,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.","['Action', 'Adventure', 'Fantasy']","['obsession', 'marvel comic', 'sequel', 'based on comic book', 'electrocution', 'medical experiment', 'electricity', 'super powers']",89.270217,6.5,4179,0.1462709,0.14085568,0.14144036,0.13939822,0.14063677,0.1442519,0.14714617,0.14627090096473694,0.14085568487644196,0.14144036173820496,0.1393982172012329,0.14063677191734314,0.14425189793109894,0.14714616537094116
